Cluster,Step,Reward,Latency_P90,Latency_Avg,Replicas,CPU_Pct,Requests,Success,HPA_Target,Throughput,Forecast
C2,1,-0.5158254743625261,259.6,125.0,4,120.53333282470703,444.0,1.0,50,3.0,124.0
C2,2,0.5535354689900677,47.4,31.3,5,12.5600004196167,83.0,1.0,50,1.0,103.5
C2,3,0.3516733122859286,50.4,34.9,5,56.63999938964844,312.0,1.0,70,3.0,106.76667022705078
C2,4,0.4893349691645141,44.900000000000006,30.4,5,25.600000381469727,168.0,1.0,90,2.0,100.1933364868164
C2,5,0.7458333333333333,39.0,26.5,5,23.280000686645508,201.0,1.0,30,3.0,94.11599731445312
C2,6,0.5745,44.6,30.200000000000003,8,34.04999923706055,282.0,1.0,30,3.0,89.13626861572266
C2,7,0.5775686634516674,34.1,24.5,8,20.799999237060547,237.0,1.0,90,3.0,85.48175811767578
C2,8,0.6586739649988269,34.5,24.6,8,7.550000190734863,77.0,1.0,50,1.0,84.62239074707031
C2,9,0.7015367376315954,40.5,27.2,8,31.950000762939453,282.0,1.0,50,3.0,84.10676574707031
C2,10,0.7647494385036614,18.5,17.9,8,0.75,24.0,1.0,50,3.0,74.33072662353516
C2,11,0.5432256834780582,33.6,23.3,5,6.650000095367432,106.0,1.0,50,2.0,65.26510620117188
C2,12,0.8477547725551173,18.2,17.8,5,0.800000011920929,30.0,1.0,30,2.0,49.292396545410156
C2,13,0.5066101160132362,49.8,34.7,5,24.639999389648438,134.0,1.0,70,1.0,56.50876998901367
C2,14,0.7054999999999999,43.4,28.7,5,32.31999969482422,234.0,1.0,30,3.0,64.17192840576172
C2,15,0.6961371467794678,28.0,19.5,5,2.0,40.0,1.0,50,2.0,69.43649291992188
C2,16,0.47940093205882395,48.599999999999994,32.800000000000004,5,34.08000183105469,190.0,1.0,90,2.0,67.39522552490234
C2,17,0.5818333333333334,43.8,29.7,8,33.349998474121094,264.0,1.0,30,2.0,73.37046813964844
C2,18,0.5885905564526872,34.4,24.6,8,6.800000190734863,72.0,1.0,70,1.0,83.88894653320312
C2,19,0.5992708703469173,32.099999999999994,20.6,8,2.4000000953674316,44.0,1.0,70,1.0,83.40003204345703
C2,20,0.7356647499484472,38.3,25.3,8,16.899999618530273,166.0,1.0,30,2.0,76.57335662841797
C2,21,0.7881659136200956,28.2,19.900000000000002,8,4.650000095367432,111.0,1.0,30,3.0,67.81067657470703
C2,22,0.47209983133568284,35.9,25.7,5,12.899999618530273,154.0,1.0,70,2.0,66.95307159423828
C2,23,0.466103641580899,44.6,30.200000000000003,5,11.760000228881836,81.0,1.0,90,1.0,66.17184448242188
C2,24,0.5933883710655936,33.7,24.5,5,6.159999847412109,59.0,1.0,70,1.0,68.63643646240234
C2,25,0.61823142439895,47.800000000000004,32.300000000000004,5,47.20000076293945,273.0,1.0,70,3.0,71.98186492919922
C2,26,0.14242742258379343,50.3,36.1,4,17.899999618530273,91.0,1.0,90,1.0,75.32244873046875
C2,27,0.6804430524100542,18.0,17.6,4,0.8999999761581421,36.0,1.0,90,2.0,71.86013793945312
C2,28,0.33369999999999994,63.2,38.5,4,69.30000305175781,312.0,1.0,70,3.0,71.51608276367188
C2,29,0.5910058661979571,49.9,34.7,4,45.099998474121094,243.0,1.0,70,3.0,69.976318359375
C2,30,0.30239152054968904,56.9,36.6,6,88.69999694824219,411.0,1.0,70,3.0,84.91912078857422
C2,31,0.5623667956794514,45.3,31.099999999999998,6,48.20000076293945,308.0,1.0,90,2.0,100.55147552490234
C2,32,0.6871245599802283,28.9,21.5,6,1.7999999523162842,30.0,1.0,50,1.0,103.1308822631836
C2,33,0.47784641569100184,46.1,30.3,6,25.399999618530273,180.0,1.0,90,2.0,98.411865234375
C2,34,0.4787214814393627,43.2,29.4,6,11.600000381469727,89.0,1.0,90,1.0,86.91378784179688
C2,35,0.680288599777008,43.6,30.0,6,14.333333015441895,91.0,1.0,30,1.0,88.14826965332031
C2,36,0.524932389488613,44.2,29.8,9,74.46666717529297,486.0,1.0,50,3.0,98.48896026611328
C2,37,0.5992502974017548,33.2,23.900000000000002,9,6.666666507720947,75.0,1.0,70,1.0,102.82671356201172
C2,38,0.6779771612241571,32.9,22.4,9,8.666666984558105,124.0,1.0,50,2.0,101.56269073486328
C2,39,0.6247806485388352,34.3,23.7,9,18.311111450195312,237.0,1.0,70,3.0,89.73761749267578
C2,40,0.7032348711481407,36.7,25.1,9,22.88888931274414,264.0,1.0,50,3.0,84.37590026855469
C2,41,0.5121338826488973,37.8,25.8,6,28.44444465637207,291.0,1.0,70,3.0,85.8255386352539
C2,42,0.6009350207384317,33.4,23.5,5,10.880000114440918,132.0,1.0,70,3.0,82.02865600585938
C2,43,0.48733758744309613,49.8,34.2,5,39.599998474121094,222.0,1.0,90,2.0,82.81719207763672
C2,44,0.6495833333333333,49.5,34.0,5,48.880001068115234,268.0,1.0,50,2.0,88.22364807128906
C2,45,0.5884345344314215,43.5,28.8,5,30.479999542236328,225.0,1.0,70,3.0,95.60086059570312
C2,46,0.3436100895925356,44.5,29.5,13,48.44444274902344,375.0,1.0,30,3.0,101.89384460449219
C2,47,0.5614571497514435,33.9,24.2,13,9.630768775939941,124.0,1.0,90,1.0,104.33631134033203
C2,48,0.7069442556587013,18.0,18.0,13,0.8615384697914124,29.0,1.0,70,1.0,99.66844940185547
C2,49,0.5637293932629885,34.6,24.299999999999997,13,15.753846168518066,208.0,1.0,90,2.0,94.06774139404297
C2,50,0.8272052359304454,23.900000000000002,19.599999999999998,13,4.55384635925293,135.0,1.0,30,3.0,80.1739730834961
C2,51,0.5053508353197731,37.199999999999996,25.1,7,16.738462448120117,214.0,1.0,30,2.0,82.23771667480469
C2,52,0.6143832241372661,39.199999999999996,25.9,7,7.257143020629883,71.0,1.0,50,1.0,79.07596588134766
C2,53,0.5457921382057758,44.0,29.3,7,41.02857208251953,296.0,1.0,90,2.0,90.91224670410156
C2,54,0.5529201016451726,38.6,25.6,7,7.885714054107666,70.0,1.0,70,1.0,93.08068084716797
C2,55,0.48035098837435175,43.5,29.2,7,14.628571510314941,109.0,1.0,90,1.0,99.44841003417969
C2,56,0.5231976347142434,40.0,27.900000000000002,12,41.766666412353516,402.0,1.0,30,3.0,101.40238189697266
C2,57,0.5675434530466589,32.4,20.7,12,1.899999976158142,45.0,1.0,90,1.0,99.24142456054688
C2,58,0.6945603768016857,27.799999999999997,19.2,12,1.100000023841858,31.0,1.0,50,1.0,87.54485321044922
C2,59,0.7445577408699032,34.6,24.9,12,8.666666984558105,103.0,1.0,30,1.0,76.3935775756836
C2,60,0.5890744139762374,34.1,24.1,12,25.899999618530273,312.0,1.0,90,3.0,77.5694808959961
C2,61,-0.29456955258117506,33.300000000000004,22.9,39,41.39487075805664,1222.0,1.0,30,2.0,155.6083526611328
C2,62,0.6343184461227762,27.900000000000002,20.0,39,20.758974075317383,774.0,1.0,90,3.0,223.0983428955078
C2,63,0.7688445691621807,19.0,18.3,39,1.835897445678711,129.0,1.0,50,3.0,255.45901489257812
C2,64,0.7798702451320844,28.400000000000002,20.5,39,3.0256409645080566,106.0,1.0,30,1.0,207.5420684814453
C2,65,0.8320852633428861,23.0,19.0,39,3.702564001083374,207.0,1.0,30,3.0,153.59190368652344
C2,66,-0.2773966530282618,27.900000000000002,20.0,16,4.5333333015441895,186.0,1.0,70,2.0,127.88848114013672
C2,67,0.7246493264306415,24.9,19.599999999999998,16,2.0250000953674316,56.0,1.0,50,1.0,105.79975128173828
C2,68,0.21541666666666676,44.5,29.7,4,29.200000762939453,166.0,1.0,30,2.0,94.4131851196289
C2,69,0.2064298425008355,68.2,39.6,4,31.100000381469727,137.0,1.0,70,1.0,93.44791412353516
C2,70,0.18835947539789022,73.1,40.800000000000004,3,31.899999618530273,140.0,1.0,70,1.0,104.0687484741211
C2,71,0.49812332860922975,43.8,29.7,3,25.066667556762695,150.0,1.0,90,3.0,106.04124450683594
C2,72,0.7661994945015955,33.6,24.1,3,12.399999618530273,117.0,1.0,30,3.0,94.1580810546875
C2,73,0.5546416731022379,48.7,33.4,3,33.733333587646484,180.0,1.0,70,3.0,76.36151885986328
C2,74,0.5599156493819164,48.0,32.2,3,33.46666717529297,183.0,1.0,70,3.0,67.1502456665039
C2,75,0.238,98.0,47.199999999999996,3,67.73332977294922,240.0,1.0,70,2.0,72.42347717285156
C2,76,0.49141666666666667,49.3,34.0,7,52.79999923706055,339.0,1.0,50,3.0,82.65409088134766
C2,77,0.5477711960209656,39.4,26.5,11,10.763636589050293,110.0,1.0,30,1.0,95.3257827758789
C2,78,0.6678713113768643,32.5,21.3,11,5.309091091156006,102.0,1.0,50,2.0,93.72880554199219
C2,79,0.6399660527903086,38.6,25.7,11,12.03636360168457,134.0,1.0,50,1.0,95.57061767578125
C2,80,0.5227214814393628,38.4,25.2,11,11.600000381469727,132.0,1.0,90,1.0,99.60903930664062
C2,81,0.5513339801400331,35.3,25.0,11,11.745454788208008,124.0,1.0,90,1.0,111.76541900634766
C2,82,0.3108095060877511,28.299999999999997,20.299999999999997,3,0.8363636136054993,27.0,1.0,70,1.0,104.79258728027344
C2,83,0.5495751951529633,38.4,26.599999999999998,3,5.866666793823242,43.0,1.0,70,1.0,88.74221801757812
C2,84,0.5598363095764612,32.4,20.9,2,2.2666666507720947,28.0,1.0,90,1.0,66.31199645996094
C2,85,0.6972500000000001,44.3,30.599999999999998,2,24.399999618530273,132.0,1.0,30,3.0,55.12053298950195
C2,86,0.540611388886358,39.199999999999996,26.0,2,5.199999809265137,36.0,1.0,70,1.0,47.472320556640625
C2,87,0.43717728171463593,47.300000000000004,32.0,2,8.399999618530273,44.0,1.0,90,1.0,45.0167236328125
