Cluster,Step,Reward,Latency_P90,Latency_Avg,Replicas,CPU_Pct,Requests,Success,HPA_Target,Throughput,Forecast
C1,1,-1.1504618857229723,87.3,40.0,32,125.75,2193.0,1.0,70,3.0,415.5
C1,2,-0.10223391256203512,25.1,19.400000000000002,56,17.35714340209961,914.0,1.0,30,2.0,436.25
C1,3,0.6827516346621776,23.8,19.0,56,5.599999904632568,282.0,1.0,70,2.0,438.95001220703125
C1,4,0.7598462954932054,23.2,18.8,56,6.964285850524902,375.0,1.0,50,3.0,359.7699890136719
C1,5,0.6575326188174461,23.2,18.8,56,7.900000095367432,402.0,1.0,90,3.0,269.1953430175781
C1,6,0.8434363559633843,23.599999999999998,18.9,56,8.121428489685059,420.0,1.0,30,3.0,214.71719360351562
C1,7,-0.9227060316464025,28.5,20.5,15,8.422857284545898,294.0,1.0,50,2.0,184.96365356445312
C1,8,0.7531540096672439,33.6,23.3,15,8.506667137145996,137.0,1.0,30,1.0,167.5115203857422
C1,9,0.6729656330733308,33.8,23.5,15,9.4399995803833,145.0,1.0,50,1.0,157.7069091796875
C1,10,0.7455059529568976,33.6,23.3,15,26.426666259765625,432.0,1.0,50,3.0,151.4241485595703
C1,11,0.7411590281045559,33.4,23.400000000000002,13,9.119999885559082,147.0,1.0,30,1.0,148.98782348632812
C1,12,0.7645133332484406,33.7,23.900000000000002,13,32.153846740722656,429.0,1.0,50,3.0,147.2593536376953
C1,13,0.75558761602042,33.8,23.8,13,9.723076820373535,134.0,1.0,30,1.0,144.88894653320312
C1,14,0.6718163514113157,33.9,23.900000000000002,13,29.384614944458008,402.0,1.0,70,3.0,141.73336791992188
C1,15,0.7152433766790091,34.4,24.1,13,20.676923751831055,282.0,1.0,50,2.0,139.57334899902344
C1,16,0.7784166666666666,33.7,23.5,15,33.015384674072266,453.0,1.0,30,3.0,140.54400634765625
C1,17,0.7953333333333333,33.6,23.0,15,25.626667022705078,396.0,1.0,30,3.0,140.8597412109375
C1,18,0.7808566456192619,33.300000000000004,23.2,15,16.639999389648438,246.0,1.0,30,2.0,138.64918518066406
C1,19,0.5693489857863533,33.0,22.8,15,9.333333015441895,142.0,1.0,90,1.0,136.12283325195312
C1,20,0.5751788433889434,33.4,23.0,15,16.02666664123535,248.0,1.0,90,2.0,133.54037475585938
C1,21,0.7648430291871794,33.099999999999994,22.9,15,30.559999465942383,474.0,1.0,50,3.0,136.65756225585938
C1,22,0.7625810437505265,32.9,22.9,15,9.359999656677246,142.0,1.0,30,1.0,138.52786254882812
C1,23,0.7495747771404667,33.2,22.9,15,26.53333282470703,399.0,1.0,50,3.0,140.8500518798828
C1,24,0.6787329619230624,33.0,23.0,15,9.066666603088379,139.0,1.0,50,1.0,139.7100372314453
C1,25,0.5663062749301627,33.2,23.099999999999998,15,8.293333053588867,122.0,1.0,90,1.0,136.35935974121094
C1,26,0.7568780652841061,33.4,23.099999999999998,15,29.040000915527344,450.0,1.0,50,3.0,136.61561584472656
C1,27,0.4049952598484217,38.199999999999996,25.8,9,12.355555534362793,122.0,1.0,50,1.0,134.50270080566406
C1,28,0.5422688910685551,38.800000000000004,26.3,9,24.35555648803711,248.0,1.0,90,2.0,133.50161743164062
C1,29,0.6146757180817737,38.1,26.0,9,24.844444274902344,244.0,1.0,70,2.0,129.16763305664062
C1,30,0.7370922612356514,37.1,25.4,9,13.377778053283691,131.0,1.0,30,1.0,127.76725006103516
C1,31,0.5302916603477903,38.3,26.200000000000003,9,16.044445037841797,158.0,1.0,90,1.0,131.46034240722656
C1,32,0.5303633640922236,39.699999999999996,27.2,8,26.149999618530273,236.0,1.0,90,2.0,133.14288330078125
C1,33,0.73575,40.099999999999994,27.599999999999998,8,44.79999923706055,378.0,1.0,50,3.0,133.48573303222656
C1,34,0.5213978457917924,39.4,27.099999999999998,8,16.75,135.0,1.0,90,1.0,130.62477111816406
C1,35,0.5217903782898654,43.5,28.6,7,15.199999809265137,109.0,1.0,70,1.0,127.70819091796875
C1,36,0.6379789408338685,41.6,27.900000000000002,7,18.0,133.0,1.0,50,1.0,126.89158630371094
C1,37,0.6306519253143289,40.800000000000004,28.0,7,54.57143020629883,411.0,1.0,90,3.0,126.66828155517578
C1,38,0.5211978408090044,43.3,29.2,6,14.45714282989502,114.0,1.0,70,1.0,127.20097351074219
C1,39,0.6501693258003434,47.6,30.900000000000002,6,36.79999923706055,244.0,1.0,50,2.0,126.05391693115234
C1,40,0.6880833333333334,45.3,30.700000000000003,6,41.733333587646484,268.0,1.0,50,2.0,124.96568298339844
C1,41,0.6304166666666667,38.5,25.8,9,29.866666793823242,274.0,1.0,30,2.0,127.37940979003906
C1,42,0.6532607199460281,37.900000000000006,25.7,9,13.644444465637207,123.0,1.0,50,1.0,128.9609832763672
C1,43,0.6528952298892756,39.0,25.9,9,15.911110877990723,140.0,1.0,50,1.0,130.7099151611328
C1,44,0.5852499999999998,34.7,24.9,14,39.66666793823242,423.0,1.0,30,3.0,132.29261779785156
C1,45,0.6170163685931832,33.099999999999994,23.0,14,32.657142639160156,441.0,1.0,90,3.0,136.44224548339844
C1,46,0.5678373484649448,33.300000000000004,23.0,14,10.342857360839844,142.0,1.0,90,1.0,139.19866943359375
C1,47,0.7892005150848475,33.0,23.0,14,19.08571434020996,260.0,1.0,30,2.0,139.38587951660156
C1,48,0.7999166666666667,33.099999999999994,22.9,14,29.485713958740234,405.0,1.0,30,3.0,137.898193359375
C1,49,0.7888714428486925,33.099999999999994,22.700000000000003,14,19.371429443359375,270.0,1.0,30,2.0,136.07225036621094
C1,50,0.7649204998920313,32.800000000000004,22.5,14,29.77142906188965,408.0,1.0,50,3.0,135.7766876220703
C1,51,0.5947404633992539,33.0,22.8,14,24.05714225769043,344.0,1.0,90,2.0,140.5326690673828
C1,52,0.7848333333333334,33.0,22.8,16,34.28571319580078,465.0,1.0,30,3.0,146.0529327392578
C1,53,0.8063333333333333,32.4,22.1,16,28.950000762939453,450.0,1.0,30,3.0,151.2317657470703
C1,54,0.8063333333333333,32.4,21.8,16,28.674999237060547,453.0,1.0,30,3.0,151.5390625
C1,55,0.8063333333333333,32.4,22.1,16,26.524999618530273,417.0,1.0,30,3.0,149.59010314941406
C1,56,0.7978781189485704,32.2,21.9,16,19.75,304.0,1.0,30,2.0,148.68739318847656
C1,57,0.5730152768186838,32.5,22.599999999999998,16,8.550000190734863,134.0,1.0,90,1.0,145.8791046142578
C1,58,0.6757704882770929,32.5,22.3,16,7.25,111.0,1.0,50,1.0,140.46080017089844
C1,59,0.5746423889415437,32.0,21.1,16,5.775000095367432,98.0,1.0,90,1.0,130.0098114013672
C1,60,0.7673863830372557,32.4,22.5,14,14.485713958740234,218.0,1.0,30,2.0,120.4058837890625
C1,61,0.3496064719701034,29.1,20.0,7,3.672727346420288,98.0,1.0,70,2.0,106.37686157226562
C1,62,0.7146324120801864,38.199999999999996,26.0,7,29.542856216430664,267.0,1.0,50,3.0,96.75945281982422
C1,63,0.6199181881677162,26.700000000000003,18.8,7,2.057142972946167,39.0,1.0,90,1.0,81.65567016601562
C1,64,0.6236327552727915,38.5,26.200000000000003,7,27.94285774230957,243.0,1.0,70,3.0,76.86006927490234
C1,65,0.5175836006367535,39.300000000000004,26.700000000000003,12,46.400001525878906,363.0,1.0,30,3.0,78.24937438964844
C1,66,0.6271826221076264,33.5,23.7,12,36.900001525878906,441.0,1.0,90,3.0,93.48295593261719
C1,67,0.7409395884674685,33.0,23.400000000000002,12,23.83333396911621,292.0,1.0,50,2.0,111.2897720336914
C1,68,0.5733628389461204,33.0,23.5,12,12.433333396911621,148.0,1.0,90,1.0,125.57386779785156
C1,69,0.6141931043768355,33.4,23.5,12,12.633333206176758,145.0,1.0,70,1.0,133.87765502929688
C1,70,0.6771666666666668,33.4,23.5,15,35.96666717529297,438.0,1.0,30,3.0,138.85992431640625
C1,71,0.6448097472472143,32.599999999999994,22.4,15,19.546667098999023,290.0,1.0,70,2.0,141.4492950439453
C1,72,0.8045,32.599999999999994,22.1,15,27.573333740234375,402.0,1.0,30,3.0,141.53623962402344
C1,73,0.5886745256374738,32.599999999999994,22.5,15,19.46666717529297,290.0,1.0,90,2.0,141.455078125
C1,74,0.58327148322883,32.599999999999994,22.3,15,16.479999542236328,244.0,1.0,90,2.0,138.33970642089844
C1,75,0.8045,32.599999999999994,22.4,15,26.799999237060547,387.0,1.0,30,3.0,135.8038330078125
C1,76,0.571203965091164,33.0,22.700000000000003,15,10.826666831970215,155.0,1.0,90,1.0,135.61563110351562
C1,77,0.5942005158293566,32.7,22.5,13,29.066667556762695,420.0,1.0,90,3.0,137.9027099609375
C1,78,0.8008333333333334,33.0,23.0,13,29.538461685180664,378.0,1.0,30,3.0,138.8749542236328
C1,79,0.5895041268873961,33.0,23.2,13,21.69230842590332,272.0,1.0,90,2.0,136.9249725341797
C1,80,0.799,33.2,23.099999999999998,13,27.815383911132812,354.0,1.0,30,3.0,132.8216552734375
C1,81,0.7971666666666668,33.4,23.0,13,21.96923065185547,284.0,1.0,30,2.0,132.4929962158203
C1,82,0.5923060675570885,33.0,23.2,13,22.984615325927734,296.0,1.0,90,2.0,133.8957977294922
C1,83,0.6802791791057852,33.6,23.7,13,10.7384614944458,137.0,1.0,50,1.0,137.27081298828125
C1,84,0.7915895974425481,32.9,23.2,13,19.815383911132812,256.0,1.0,30,2.0,137.4291534423828
C1,85,0.8017500000000001,32.9,23.2,13,30.984615325927734,411.0,1.0,30,3.0,136.0574951171875
C1,86,0.5747570792156315,32.599999999999994,23.2,13,10.7384614944458,133.0,1.0,90,1.0,134.70115661621094
C1,87,0.5835518565486858,33.2,23.3,13,19.66153907775879,246.0,1.0,90,2.0,133.220703125
C1,88,0.7971666666666668,33.4,23.400000000000002,13,25.78461456298828,339.0,1.0,30,3.0,129.13241577148438
C1,89,0.6220326659005264,31.8,20.6,13,10.338461875915527,204.0,1.0,70,3.0,118.01278686523438
C1,90,0.680009615926731,22.1,18.0,12,1.0153846740722656,40.0,1.0,70,2.0,97.60767364501953
C1,91,0.6966060646813221,30.099999999999998,20.400000000000002,12,6.9666666984558105,126.0,1.0,50,2.0,78.69793701171875
C1,92,0.7562370698159033,33.300000000000004,23.599999999999998,12,8.600000381469727,102.0,1.0,30,1.0,71.88542938232422
C1,93,0.3290582374746155,28.0,19.7,5,3.3333332538604736,82.0,1.0,90,2.0,70.5979232788086
C1,94,0.5836388957085564,33.4,22.8,4,4.300000190734863,41.0,1.0,70,1.0,66.89208984375
C1,95,0.6358460873579385,49.8,34.8,4,19.399999618530273,93.0,1.0,30,1.0,63.46858596801758
C1,96,0.6783867328092251,37.699999999999996,25.4,4,19.100000381469727,150.0,1.0,50,3.0,62.61448669433594
C1,97,0.6920000000000001,44.0,30.5,3,23.899999618530273,146.0,1.0,30,2.0,66.36869049072266
C1,98,0.6257479640034924,49.2,32.800000000000004,5,40.400001525878906,225.0,1.0,30,3.0,66.2212142944336
C1,99,0.6781786603995119,32.0,20.6,5,6.71999979019165,102.0,1.0,50,3.0,63.99939727783203
C1,100,0.657029522473492,32.4,21.3,5,2.319999933242798,35.0,1.0,50,1.0,57.59963607788086
C1,101,0.7594706298208034,31.9,20.9,5,6.0,96.0,1.0,30,3.0,48.02644729614258
C1,102,0.70575,42.5,29.2,6,37.040000915527344,243.0,1.0,30,3.0,48.54920196533203
C1,103,0.5654445871150425,33.4,23.400000000000002,6,9.133333206176758,110.0,1.0,90,2.0,51.52952194213867
C1,104,0.736351606528684,23.2,18.599999999999998,6,1.0,21.0,1.0,50,1.0,51.85104751586914
C1,105,0.6820254912306043,23.2,18.8,6,2.933333396911621,75.0,1.0,70,3.0,44.577293395996094
C1,106,0.7823372719218478,28.7,20.2,6,4.333333492279053,74.0,1.0,30,2.0,37.81304168701172
C1,107,0.5572153516200204,32.0,20.9,4,4.266666889190674,76.0,1.0,90,2.0,36.02116012573242
C1,108,0.7835536274272867,28.1,20.7,2,7.400000095367432,66.0,1.0,30,3.0,34.54602813720703
C1,109,0.7681240379858562,32.099999999999994,23.900000000000002,1,11.199999809265137,58.0,1.0,30,2.0,32.59428405761719
C1,110,0.752438965819382,32.5,25.8,1,5.599999904632568,23.0,1.0,30,1.0,29.423236846923828
C1,111,-0.17173702236827115,140.7,71.6,5,73.4000015258789,182.0,1.0,30,2.0,36.72060775756836
C1,112,0.5419880166596939,48.9,33.4,5,31.200000762939453,166.0,1.0,70,1.0,59.365699768066406
C1,113,0.5075267826799028,49.7,33.4,5,24.639999389648438,132.0,1.0,70,1.0,87.486083984375
C1,114,0.6063865785498076,48.5,32.5,5,25.760000228881836,143.0,1.0,50,1.0,111.2916488647461
C1,115,0.5222201072946547,48.800000000000004,32.800000000000004,5,26.239999771118164,145.0,1.0,70,1.0,122.77499389648438
C1,116,0.5509184723481827,44.5,30.3,8,66.05714416503906,438.0,1.0,50,3.0,131.5316619873047
C1,117,0.7144106550768239,39.5,27.0,8,33.150001525878906,282.0,1.0,50,2.0,136.5189971923828
C1,118,0.6295,38.6,25.6,11,35.155555725097656,320.0,1.0,30,2.0,141.5113983154297
C1,119,0.6814012201913582,34.3,24.400000000000002,11,32.509090423583984,348.0,1.0,70,3.0,140.5068359375
C1,120,0.7944166666666667,33.7,24.1,11,43.890907287597656,480.0,1.0,50,3.0,142.43743896484375
