Cluster,Step,Reward,Latency_P90,Latency_Avg,Replicas,CPU_Pct,RAM_Pct,Requests,Total_CPU,Total_RAM,Success,HPA_Target,Throughput,Enhancement,Forecast
C2,47,-0.1919904954219222,204.3,115.0,1,17.6,16.40625,124.0,44.0,21.0,1.0,70,2.0,0,0.0
C2,48,0.5925165528023347,33.300000000000004,26.1,1,8.0,16.40625,29.0,20.0,21.0,1.0,70,3.0,2,0.0
C2,49,-0.1617659281439039,203.0,117.1,1,24.4,16.40625,104.0,61.0,21.0,1.0,70,3.0,0,0.0
C2,50,0.09767403340262897,87.9,49.8,1,12.8,16.40625,45.0,32.0,21.0,1.0,70,3.0,0,0.0
C2,51,-0.1448264440921469,197.2,112.0,1,24.8,17.1875,107.0,62.0,22.0,1.0,70,3.0,1,0.0
C2,52,-0.056992274261385145,136.8,85.5,1,3.6,16.40625,71.0,9.0,21.0,1.0,70,1.0,1,0.0
C2,53,-0.1993727813360449,199.8,113.60000000000001,1,12.0,16.40625,148.0,30.0,21.0,1.0,70,1.0,0,0.0
C2,54,-0.003991851054391371,124.60000000000001,79.5,1,11.2,16.40625,70.0,28.0,21.0,1.0,70,2.0,1,0.0
C2,55,-0.23133480034681003,209.60000000000002,117.5,1,10.0,17.1875,109.0,25.0,22.0,1.0,70,1.0,1,0.0
C2,56,-0.1745054102180415,201.1,114.8,1,20.0,16.40625,134.0,50.0,21.0,1.0,70,2.0,2,0.0
C2,57,0.08610218896612831,87.2,48.7,1,8.4,16.40625,45.0,21.0,21.0,1.0,70,2.0,0,0.0
C2,58,0.48204376932020526,44.699999999999996,35.3,1,4.0,16.40625,31.0,10.0,21.0,1.0,70,1.0,0,0.0
C2,59,-0.2060866589420457,209.1,117.7,1,17.2,16.40625,103.0,43.0,21.0,1.0,70,2.0,1,0.0
C2,60,-0.16973297357598072,202.9,116.0,1,22.4,16.40625,104.0,56.0,21.0,1.0,70,3.0,1,0.0
C2,61,-0.05769587164534845,202.9,115.2,1,48.4,16.40625,611.0,121.0,21.0,1.0,70,1.0,2,0.0
C2,62,-0.08815287438144775,202.6,115.9,1,40.8,17.1875,258.0,102.0,22.0,1.0,70,2.0,1,0.0
C2,63,0.09200198561276059,81.3,49.099999999999994,1,4.8,16.40625,43.0,12.0,21.0,1.0,70,1.0,1,0.0
C2,64,-0.15531257946490884,206.4,118.8,1,28.0,16.40625,106.0,70.0,21.0,1.0,70,3.0,0,0.0
C2,65,0.02606647559327431,122.0,77.3,1,18.0,16.40625,69.0,45.0,21.0,1.0,70,3.0,1,0.0
C2,66,-0.06761661429738133,185.29999999999998,107.39999999999999,1,15.2,17.1875,93.0,38.0,22.0,1.0,50,2.0,1,0.0
C2,67,0.14715671855747017,103.0,61.400000000000006,1,14.8,16.40625,56.0,37.0,21.0,1.0,50,3.0,0,0.0
C2,68,0.025545726026134197,145.1,95.9,1,12.4,16.40625,83.0,31.0,21.0,1.0,50,2.0,2,0.0
C2,69,-0.1253261195497824,203.8,116.2,1,13.2,16.40625,137.0,33.0,21.0,1.0,50,1.0,1,0.0
C2,70,-0.08426018573157795,203.1,114.4,1,22.0,16.40625,140.0,55.0,21.0,1.0,50,2.0,0,0.0
C2,71,0.1674899465941109,84.4,55.4,1,8.4,16.40625,50.0,21.0,21.0,1.0,50,2.0,0,0.0
C2,72,0.5580506015849791,45.199999999999996,35.5,1,7.2,16.40625,39.0,18.0,21.0,1.0,50,2.0,1,0.0
C2,73,0.07112881069079847,114.5,69.0,1,4.4,16.40625,60.0,11.0,21.0,1.0,50,1.0,1,0.0
C2,74,0.11809746878973768,116.1,70.2,1,16.0,16.40625,61.0,40.0,21.0,1.0,50,3.0,2,0.0
C2,75,-0.1495913728760519,206.9,119.8,1,9.6,16.40625,120.0,24.0,21.0,1.0,50,1.0,2,0.0
C2,76,-0.14618261032703284,199.0,112.0,1,25.6,17.1875,113.0,64.0,22.0,1.0,70,3.0,0,0.0
C2,77,-0.1379385498099504,201.8,113.4,1,29.2,17.1875,110.0,73.0,22.0,1.0,70,3.0,0,0.0
C2,78,0.05583234774407357,104.80000000000001,61.3,1,13.6,16.40625,51.0,34.0,21.0,1.0,70,3.0,1,0.0
C2,79,-0.14946027343424778,208.2,118.8,1,30.4,16.40625,134.0,76.0,21.0,1.0,70,3.0,0,0.0
C2,80,-0.13809375356756975,206.6,114.5,1,32.0,16.40625,132.0,80.0,21.0,1.0,70,3.0,2,0.0
C2,81,-0.20726124530842133,200.0,108.3,1,9.6,16.40625,124.0,24.0,21.0,1.0,70,1.0,0,0.0
C2,82,0.5721723328951731,34.1,26.599999999999998,1,2.8,16.40625,27.0,7.0,21.0,1.0,70,1.0,1,0.0
C2,83,0.07497269315321196,91.0,49.3,1,8.0,16.40625,43.0,20.0,21.0,1.0,70,2.0,1,0.0
C2,84,0.5975424276189651,32.599999999999994,26.200000000000003,1,7.6,17.1875,28.0,19.0,22.0,1.0,70,3.0,2,0.0
C2,85,0.05363539821832525,94.39999999999999,52.8,1,3.2,16.40625,44.0,8.0,21.0,1.0,70,1.0,2,0.0
C2,86,0.49712471960385946,44.699999999999996,34.9,1,9.6,16.40625,36.0,24.0,21.0,1.0,70,3.0,0,0.0
C2,87,0.11274456784387799,72.3,45.900000000000006,1,3.6,16.40625,44.0,9.0,21.0,1.0,70,1.0,0,0.0
C2,88,0.5791898767548223,33.300000000000004,26.8,1,2.8,16.40625,26.0,7.0,21.0,1.0,70,1.0,0,0.0
C2,89,0.12635255438632514,74.6,45.900000000000006,1,10.8,16.40625,42.0,27.0,21.0,1.0,70,3.0,0,0.0
C2,90,0.5913175101707131,32.7,27.5,1,5.6,16.40625,29.0,14.0,21.0,1.0,70,2.0,2,0.0
C2,91,0.052764542575558016,102.1,61.1,1,10.4,16.40625,56.0,26.0,21.0,1.0,70,2.0,0,0.0
C2,92,0.5914020767417723,33.300000000000004,27.099999999999998,1,7.6,16.40625,26.0,19.0,21.0,1.0,70,3.0,0,0.0
C2,93,0.06695509415966748,89.7,43.0,1,3.6,16.40625,41.0,9.0,21.0,1.0,70,1.0,0,0.0
C2,94,0.5862074206144714,32.5,26.1,1,2.8,16.40625,29.0,7.0,21.0,1.0,70,1.0,1,0.0
C2,95,0.07772690152914447,88.7,48.7,1,6.8,16.40625,42.0,17.0,21.0,1.0,70,2.0,0,0.0
C2,96,0.4716861231126313,47.6,35.4,1,9.6,16.40625,33.0,24.0,21.0,1.0,70,3.0,1,0.0
C2,97,0.09574359093633869,79.5,47.1,1,4.4,16.40625,44.0,11.0,21.0,1.0,70,1.0,2,0.0
C2,98,0.5875283014022343,32.9,26.0,1,4.8,16.40625,26.0,12.0,21.0,1.0,70,2.0,0,0.0
C2,99,0.11565348543420931,74.7,48.0,1,7.2,16.40625,45.0,18.0,21.0,1.0,70,2.0,2,0.0
C2,100,0.5003360974586405,44.2,33.7,1,9.2,16.40625,31.0,23.0,21.0,1.0,70,3.0,1,0.0
C2,101,0.05506428761013249,103.6,60.1,1,12.4,16.40625,52.0,31.0,21.0,1.0,70,3.0,0,0.0
C2,102,0.5836353982183252,32.9,25.8,1,3.2,16.40625,28.0,8.0,21.0,1.0,70,1.0,1,0.0
C2,103,0.06353830409090312,92.5,48.099999999999994,1,5.2,16.40625,44.0,13.0,21.0,1.0,70,1.0,0,0.0
C2,104,0.49978639949244413,44.0,33.8,1,8.4,16.40625,31.0,21.0,21.0,1.0,70,3.0,1,0.0
C2,105,0.07653013506043051,85.7,45.6,1,3.2,16.40625,43.0,8.0,21.0,1.0,70,1.0,2,0.0
C2,106,0.04502622546055615,98.4,48.5,1,4.0,16.40625,41.0,10.0,21.0,1.0,70,1.0,0,0.0
C2,107,0.03916464356791763,101.0,49.3,1,4.4,16.40625,46.0,11.0,21.0,1.0,70,1.0,1,0.0
C2,108,0.5837094801245797,33.0,26.5,1,3.6,16.40625,27.0,9.0,21.0,1.0,70,1.0,1,0.0
C2,109,0.05381138017105144,98.19999999999999,58.1,1,7.2,16.40625,51.0,18.0,21.0,1.0,70,2.0,1,0.0
C2,110,0.5756811048249977,33.7,26.599999999999998,1,2.8,16.40625,27.0,7.0,21.0,1.0,70,1.0,0,0.0
C2,111,0.01785025420876654,116.3,69.1,1,11.2,16.40625,68.0,28.0,21.0,1.0,70,2.0,0,0.0
C2,112,0.45068619613907634,48.5,37.5,1,4.8,16.40625,36.0,12.0,21.0,1.0,70,1.0,2,0.0
C2,113,0.09331024548936588,88.1,48.800000000000004,1,11.6,16.40625,44.0,29.0,21.0,1.0,70,3.0,0,0.0
C2,114,0.4572600521934187,47.199999999999996,35.0,1,2.8,16.40625,31.0,7.0,21.0,1.0,70,1.0,1,0.0
C2,115,0.0940646198803768,80.9,44.2,1,5.2,16.40625,48.0,13.0,21.0,1.0,70,1.0,0,0.0
C2,116,0.4488137663749352,48.599999999999994,36.0,1,4.4,16.40625,36.0,11.0,21.0,1.0,70,1.0,2,0.0
C2,117,0.07279145929697112,88.6,50.4,1,4.8,16.40625,45.0,12.0,21.0,1.0,70,1.0,0,0.0
C2,118,0.5056592794176633,44.0,35.5,1,10.4,16.40625,36.0,26.0,21.0,1.0,70,3.0,2,0.0
C2,119,0.10452324159770726,80.19999999999999,47.4,1,8.4,16.40625,45.0,21.0,21.0,1.0,70,2.0,2,0.0
C2,120,0.5748634683937638,33.9,27.0,1,3.2,16.40625,25.0,8.0,21.0,1.0,70,1.0,0,0.0
C2,121,-0.03736813968061045,202.0,114.2,1,53.6,17.1875,659.0,134.0,22.0,1.0,70,1.0,0,0.0
C2,122,-0.19662416320365034,202.8,117.0,1,15.2,16.40625,102.0,38.0,21.0,1.0,70,2.0,2,0.0
C2,123,0.081226638145281,88.2,46.699999999999996,1,7.6,16.40625,43.0,19.0,21.0,1.0,70,2.0,0,0.0
C2,124,0.4505681523398475,48.4,35.9,1,4.4,16.40625,32.0,11.0,21.0,1.0,70,1.0,1,0.0
C2,125,0.046428778370193796,97.5,51.0,1,3.6,16.40625,42.0,9.0,21.0,1.0,70,1.0,0,0.0
C2,126,0.4818308751189881,45.3,37.0,1,6.0,16.40625,32.0,15.0,21.0,1.0,70,2.0,1,0.0
C2,127,0.06484401784947344,96.60000000000001,62.4,1,9.6,16.40625,50.0,24.0,21.0,1.0,70,2.0,2,0.0
C2,128,0.5774354907899099,33.5,27.5,1,2.8,16.40625,26.0,7.0,21.0,1.0,70,1.0,2,0.0
C2,129,0.07923675177634563,85.4,48.300000000000004,1,4.0,16.40625,42.0,10.0,21.0,1.0,70,1.0,2,0.0
C2,130,0.47590341844301226,45.400000000000006,34.1,1,4.0,16.40625,38.0,10.0,21.0,1.0,70,1.0,1,0.0
C2,131,0.06162140182368163,101.6,62.1,1,12.8,16.40625,52.0,32.0,21.0,1.0,70,3.0,1,0.0
C2,132,0.4423477714916643,48.9,34.7,1,2.8,16.40625,32.0,7.0,21.0,1.0,70,1.0,1,0.0
C2,133,0.05277303238108935,100.3,59.8,1,8.8,16.40625,55.0,22.0,21.0,1.0,70,2.0,2,0.0
C2,134,0.48766111110844695,44.4,34.4,1,5.2,16.40625,31.0,13.0,21.0,1.0,70,2.0,0,0.0
C2,135,0.08635112638201685,92.7,50.0,1,13.2,16.40625,46.0,33.0,21.0,1.0,70,3.0,1,0.0
C2,136,0.0935219555060603,88.5,46.300000000000004,1,12.0,16.40625,48.0,30.0,21.0,1.0,70,3.0,0,0.0
C2,137,0.09773248182184974,86.9,46.0,1,12.0,16.40625,48.0,30.0,21.0,1.0,70,3.0,0,0.0
C2,138,0.4564424157621849,47.4,35.2,1,3.2,16.40625,30.0,8.0,21.0,1.0,70,1.0,2,0.0
C2,139,0.018973593881608825,108.3,60.199999999999996,1,4.0,16.40625,53.0,10.0,21.0,1.0,70,1.0,0,0.0
C2,140,0.4529336438323603,47.800000000000004,35.5,1,3.2,16.40625,31.0,8.0,21.0,1.0,70,1.0,0,0.0
C2,141,0.035930927117931444,106.7,64.3,1,8.8,16.40625,54.0,22.0,21.0,1.0,70,2.0,0,0.0
C2,142,0.45507216105135706,48.0,36.0,1,4.8,16.40625,39.0,12.0,21.0,1.0,70,1.0,2,0.0
C2,143,0.0957449910508718,86.7,49.3,1,11.2,16.40625,44.0,28.0,21.0,1.0,70,3.0,1,0.0
C2,144,0.47489750096741246,47.1,35.0,1,9.2,16.40625,31.0,23.0,21.0,1.0,70,3.0,2,0.0
C2,145,0.04559130133086979,109.2,63.3,1,14.0,16.40625,53.0,35.0,21.0,1.0,70,3.0,2,0.0
C2,146,0.4755280364865026,45.900000000000006,35.2,1,5.6,16.40625,32.0,14.0,21.0,1.0,70,2.0,0,0.0
C2,147,0.08015988034960268,85.8,48.599999999999994,1,4.8,16.40625,43.0,12.0,21.0,1.0,70,1.0,1,0.0
C2,148,0.485463866089492,44.2,33.8,1,3.6,16.40625,34.0,9.0,21.0,1.0,70,1.0,1,0.0
C2,149,0.04865690367952773,101.0,50.9,1,8.0,16.40625,45.0,20.0,21.0,1.0,70,2.0,1,0.0
C2,150,0.5939133832582824,33.4,27.2,1,8.8,16.40625,29.0,22.0,21.0,1.0,70,3.0,1,0.0
C2,151,0.0040646198803768185,115.1,75.2,1,5.2,16.40625,61.0,13.0,21.0,1.0,70,1.0,0,0.0
C2,152,0.5899029998900983,33.099999999999994,26.599999999999998,1,6.4,16.40625,28.0,16.0,21.0,1.0,70,2.0,2,0.0
C2,153,0.05489672245486585,95.4,49.2,1,4.8,16.40625,46.0,12.0,21.0,1.0,70,1.0,1,0.0
C2,154,0.47112134000406714,47.800000000000004,36.1,1,10.0,16.40625,34.0,25.0,21.0,1.0,70,3.0,0,0.0
C2,155,0.07179329295516737,87.5,47.199999999999996,1,3.2,16.40625,45.0,8.0,21.0,1.0,70,1.0,0,0.0
C2,156,0.47924943330604447,44.8,34.4,1,3.2,16.40625,37.0,8.0,21.0,1.0,70,1.0,0,0.0
C2,157,0.05951613866578685,102.4,64.69999999999999,1,12.8,16.40625,54.0,32.0,21.0,1.0,70,3.0,1,0.0
C2,158,0.5910144696678827,33.6,27.400000000000002,1,8.4,16.40625,28.0,21.0,21.0,1.0,70,3.0,1,0.0
C2,159,0.10863539821832524,73.5,45.1,1,3.2,16.40625,42.0,8.0,21.0,1.0,70,1.0,1,0.0
C2,160,0.4968873495931018,45.0,34.5,1,10.4,16.40625,35.0,26.0,21.0,1.0,70,3.0,2,0.0
C2,161,0.07795902445223775,94.89999999999999,51.1,1,12.4,16.40625,47.0,31.0,21.0,1.0,70,3.0,1,0.0
C2,162,0.5832751461961663,33.5,28.1,1,5.2,16.40625,24.0,13.0,21.0,1.0,70,2.0,2,0.0
C2,163,0.023920061574264614,110.39999999999999,62.0,1,8.0,16.40625,54.0,20.0,21.0,1.0,70,2.0,0,0.0
C2,164,0.44520166405704736,48.9,37.0,1,4.0,16.40625,30.0,10.0,21.0,1.0,70,1.0,1,0.0
C2,165,0.10200198561276058,77.5,44.3,1,4.8,16.40625,45.0,12.0,21.0,1.0,70,1.0,0,0.0
C2,166,0.11819465964948303,77.7,49.2,1,10.8,16.40625,40.0,27.0,21.0,1.0,70,3.0,2,0.0
C2,167,0.08059338552675205,83.8,47.199999999999996,1,2.8,16.40625,43.0,7.0,21.0,1.0,70,1.0,2,0.0
C2,168,0.49595013254635983,44.699999999999996,35.4,1,9.2,16.40625,30.0,23.0,21.0,1.0,70,3.0,1,0.0
C2,169,0.030404611328457787,108.8,63.6,1,8.8,16.40625,50.0,22.0,21.0,1.0,70,2.0,0,0.0
C2,170,0.5837094801245797,33.0,27.5,1,3.6,16.40625,27.0,9.0,21.0,1.0,70,1.0,0,0.0
C2,171,0.043990242480915695,109.3,63.1,1,13.6,16.40625,51.0,34.0,21.0,1.0,70,3.0,2,0.0
C2,172,0.5980320135275318,32.800000000000004,26.5,1,8.4,16.40625,27.0,21.0,21.0,1.0,70,3.0,1,0.0
C2,173,0.14453782537979867,99.2,50.8,1,12.0,16.40625,48.0,30.0,21.0,1.0,50,3.0,1,0.0
C2,174,0.5112266719487297,48.800000000000004,36.6,1,3.6,16.40625,30.0,9.0,21.0,1.0,50,1.0,1,0.0
C2,175,0.09750159817347102,106.39999999999999,65.10000000000001,1,5.6,17.1875,51.0,14.0,22.0,1.0,50,1.0,1,0.0
C2,176,0.17326970037360823,87.6,49.4,1,11.6,16.40625,43.0,29.0,21.0,1.0,50,3.0,1,0.0
C2,177,0.18177914360811223,87.1,49.0,1,13.2,16.40625,49.0,33.0,21.0,1.0,50,3.0,2,0.0
C2,178,0.5466366972993866,47.7,36.3,1,9.6,16.40625,35.0,24.0,21.0,1.0,50,3.0,2,0.0
C2,179,0.1292867054276406,92.39999999999999,52.400000000000006,1,4.4,16.40625,48.0,11.0,21.0,1.0,50,1.0,0,0.0
C2,180,0.5581527068975878,44.6,36.4,1,6.0,16.40625,31.0,15.0,21.0,1.0,50,2.0,2,0.0
C2,181,-0.02851091508404302,204.6,117.6,1,39.6,16.40625,258.0,99.0,21.0,1.0,50,2.0,2,0.0
C2,182,-0.06813442001413517,202.7,115.7,1,25.6,16.40625,168.0,64.0,21.0,1.0,50,2.0,1,0.0
C2,183,0.19179268369298585,74.5,53.699999999999996,1,8.0,16.40625,50.0,20.0,21.0,1.0,50,2.0,0,0.0
C2,184,0.5572333892454449,44.900000000000006,37.400000000000006,1,6.4,16.40625,33.0,16.0,21.0,1.0,50,2.0,0,0.0
C2,185,0.17635158869943152,81.69999999999999,49.3,1,8.8,16.40625,46.0,22.0,21.0,1.0,50,2.0,1,0.0
C2,186,0.5844977705490468,44.4,35.1,1,11.6,16.40625,38.0,29.0,21.0,1.0,50,3.0,1,0.0
C2,187,0.1343733466038959,101.7,61.699999999999996,1,11.2,16.40625,51.0,28.0,21.0,1.0,50,3.0,2,0.0
C2,188,0.5545418296551545,45.6,36.0,1,7.2,16.40625,33.0,18.0,21.0,1.0,50,2.0,0,0.0
C2,189,0.18748994659411092,76.8,46.199999999999996,1,8.4,16.40625,45.0,21.0,21.0,1.0,50,2.0,2,0.0
C2,190,0.5085950930013614,49.099999999999994,34.0,1,3.6,16.40625,34.0,9.0,21.0,1.0,50,1.0,2,0.0
C2,191,0.14117698479980784,103.9,60.5,1,14.0,17.1875,55.0,35.0,22.0,1.0,50,3.0,2,0.0
C2,192,0.5464224710335686,44.6,34.0,1,3.2,16.40625,31.0,8.0,21.0,1.0,50,1.0,1,0.0
C2,193,0.2048009832745355,76.30000000000001,44.5,1,12.0,16.40625,48.0,30.0,21.0,1.0,50,3.0,2,0.0
C2,194,0.5282860208243922,48.2,35.3,1,6.4,16.40625,32.0,16.0,21.0,1.0,50,2.0,2,0.0
C2,195,0.20704230150284908,77.5,45.5,1,13.2,16.40625,47.0,33.0,21.0,1.0,50,3.0,2,0.0
C2,196,0.14060249490132481,88.1,47.6,1,4.4,16.40625,49.0,11.0,21.0,1.0,50,1.0,2,0.0
C2,197,0.07438456668557185,112.0,64.0,1,3.6,16.40625,55.0,9.0,21.0,1.0,50,1.0,2,0.0
C2,198,0.5485035840905703,45.699999999999996,34.8,1,6.0,16.40625,33.0,15.0,21.0,1.0,50,2.0,1,0.0
C2,199,0.11635158869943149,104.5,61.0,1,8.8,16.40625,53.0,22.0,21.0,1.0,50,2.0,0,0.0
C2,200,0.5158393452508294,47.9,36.0,1,2.8,16.40625,34.0,7.0,21.0,1.0,50,1.0,1,0.0
C2,201,0.10191905895869699,112.0,77.0,1,10.0,16.40625,61.0,25.0,21.0,1.0,50,2.0,2,0.0
C2,202,0.5632839117631613,45.0,34.5,1,8.0,16.40625,38.0,20.0,21.0,1.0,50,2.0,0,0.0
C2,203,0.18467388045021751,86.0,51.3,1,13.2,16.40625,49.0,33.0,21.0,1.0,50,3.0,1,0.0
C2,204,0.5471915842294315,44.699999999999996,34.6,1,3.6,16.40625,35.0,9.0,21.0,1.0,50,1.0,2,0.0
C2,205,0.11503579922574728,105.0,60.699999999999996,1,8.8,16.40625,54.0,22.0,21.0,1.0,50,2.0,2,0.0
C2,206,0.1528056193171508,82.19999999999999,44.4,1,3.6,16.40625,47.0,9.0,21.0,1.0,50,1.0,0,0.0
C2,207,0.07148982984346657,113.10000000000001,63.4,1,3.6,16.40625,52.0,9.0,21.0,1.0,50,1.0,2,0.0
C2,208,0.551919058958697,47.300000000000004,35.8,1,10.0,16.40625,35.0,25.0,21.0,1.0,50,3.0,0,0.0
C2,209,0.18427466748506183,84.1,54.5,1,12.0,16.40625,50.0,30.0,21.0,1.0,50,3.0,2,0.0
C2,210,0.4826986486846468,44.3,33.9,1,2.8,16.40625,33.0,7.0,21.0,1.0,70,1.0,1,0.0
C2,211,0.006533064620549256,113.4,69.1,1,4.4,16.40625,66.0,11.0,21.0,1.0,70,1.0,2,0.0
C2,212,0.5003961215229265,44.6,34.2,1,10.4,16.40625,35.0,26.0,21.0,1.0,70,3.0,2,0.0
C2,213,0.02521727514686503,106.30000000000001,71.4,1,4.4,16.40625,50.0,11.0,21.0,1.0,70,1.0,1,0.0
C2,214,0.48942541525877065,44.8,35.6,1,7.2,16.40625,35.0,18.0,21.0,1.0,70,2.0,2,0.0
C2,215,0.06109550563881043,102.8,62.300000000000004,1,13.6,16.40625,54.0,34.0,21.0,1.0,70,3.0,1,0.0
C2,216,0.08032744550486932,94.0,50.4,1,12.4,16.40625,46.0,31.0,21.0,1.0,70,3.0,0,0.0
C2,217,0.03487829553898408,107.1,63.1,1,8.8,16.40625,57.0,22.0,21.0,1.0,70,2.0,0,0.0
C2,218,0.501615712281062,44.6,35.7,1,10.8,16.40625,39.0,27.0,21.0,1.0,70,3.0,2,0.0
C2,219,0.04083192813947108,109.5,68.1,1,12.8,16.40625,50.0,32.0,21.0,1.0,70,3.0,1,0.0
